system:index,mean,site_code,.geo
00000000000000000014,0.2533567645660968,Site 220,"{""type"":""Polygon"",""coordinates"":[[[-111.86012612473473,40.72685632087964],[-111.86178447917675,40.726677231581405],[-111.86331080357837,40.7261542219537],[-111.86458358530236,40.72532893097829],[-111.86550150689338,40.72426706157399],[-111.86599151220389,40.72305314759892],[-111.86601461841246,40.721783822129986],[-111.86556901231361,40.720560123746424],[-111.86469018652008,40.71947945377467],[-111.86344810727232,40.718627824723825],[-111.86194164147466,40.71807301644252],[-111.86029068770341,40.717859183908004],[-111.85862663730447,40.71800334491159],[-111.8570819233089,40.71849402646517],[-111.85577948668208,40.719292177356124],[-111.854822995923,40.72033427442779],[-111.85428859675548,40.72153737601064],[-111.85421884810363,40.72280572119043],[-111.85461932792784,40.724038350513034],[-111.85545818111575,40.72513714209972],[-111.85666864794493,40.726014623578955],[-111.85815437410035,40.72660093755876],[-111.85979708083705,40.726849405354564],[-111.86012612473473,40.72685632087964]]]}"
00000000000000000015,0.4486256606894911,Site 219,"{""type"":""Polygon"",""coordinates"":[[[-111.86479480353768,40.78609547837466],[-111.86645463636341,40.785916389051586],[-111.86798232139465,40.78539337935714],[-111.86925623763668,40.78456808829389],[-111.87017497731443,40.78350621880808],[-111.87066541919181,40.78229230478327],[-111.87068854576114,40.78102297931188],[-111.87024254227403,40.77979928097392],[-111.86936293304208,40.77871861108158],[-111.86811974670245,40.77786698211919],[-111.86661193827615,40.777312173907774],[-111.86495951316468,40.777098341402784],[-111.86329397975923,40.777242502386315],[-111.86174788906243,40.77773318387652],[-111.86044429157046,40.77853133468053],[-111.85948694817093,40.77957343166884],[-111.85895207248485,40.78077653319793],[-111.85888226142922,40.78204487837032],[-111.85928309800924,40.783277507734205],[-111.8601226987838,40.78437629939798],[-111.86133424456132,40.78525378096603],[-111.86282129513904,40.78584009501867],[-111.86446546630339,40.78608856284861],[-111.86479480353768,40.78609547837466]]]}"
00000000000000000016,0.38291366027446394,Site 215,"{""type"":""Polygon"",""coordinates"":[[[-111.86132116381704,40.75452950201732],[-111.86298020832761,40.75435041270749],[-111.86450716783345,40.75382740304862],[-111.86578047911902,40.7530021120322],[-111.86669878257028,40.751940242589846],[-111.86718899165814,40.75072632859155],[-111.86721210737056,40.749457003121464],[-111.86676631578189,40.74823330475919],[-111.86588712430101,40.74715263482452],[-111.86464452829344,40.746301005814985],[-111.86313743579389,40.745746197566305],[-111.86148579524176,40.745532365045584],[-111.85982105261644,40.745676526039794],[-111.85827569601486,40.746167207563786],[-111.85697271752834,40.74696535841415],[-111.85601582878031,40.74800745544689],[-111.85548120718715,40.74921055700464],[-111.85541142940697,40.75047890218097],[-111.85581207575491,40.75171153152285],[-111.85665127789558,40.75281032314553],[-111.85786224834793,40.753687804666235],[-111.85934859270701,40.75427411868005],[-111.86099198299796,40.7545225864918],[-111.86132116381704,40.75452950201732]]]}"
00000000000000000017,0.35370940549933255,Site 231,"{""type"":""Polygon"",""coordinates"":[[[-111.91837982089694,40.756825939059844],[-111.92003892271549,40.75664684974905],[-111.92156593496472,40.7561238400876],[-111.9228392902287,40.75529854906777],[-111.92375762539223,40.754236679622245],[-111.92424785140314,40.75302276562202],[-111.92427096790483,40.75175344015185],[-111.92382516091183,40.75052974179135],[-111.92294593906176,40.74944907185975],[-111.92170330013893,40.74859744285364],[-111.9201961555938,40.74804263460768],[-111.91854445800672,40.74782880208809],[-111.91687965789421,40.74797296308153],[-111.91533424792624,40.74846364460306],[-111.91403122444001,40.74926179545005],[-111.91307430264025,40.75030389247956],[-111.91253966257536,40.751506994035225],[-111.91246988237614,40.75277533921128],[-111.91287054255336,40.75400796855475],[-111.91370977367343,40.755106760180425],[-111.91492078595012,40.755984241704574],[-111.91640718164902,40.75657055572121],[-111.91805062870696,40.75681902353428],[-111.91837982089694,40.756825939059844]]]}"
00000000000000000018,0.22094151162678283,Site 213,"{""type"":""Polygon"",""coordinates"":[[[-111.89120159997618,40.7453660493525],[-111.89286041587712,40.7451869600465],[-111.89438716498218,40.744663950397964],[-111.89566030083174,40.74383865939512],[-111.89657847777828,40.74277678996537],[-111.89706861935767,40.74156287597476],[-111.8970917319216,40.740293550505065],[-111.89664600178301,40.739069852135735],[-111.89576693144902,40.73798918218878],[-111.89452450663643,40.73713755316557],[-111.89301762175405,40.73658274490609],[-111.89136620872243,40.73636891238078],[-111.8897016954216,40.736513073378106],[-111.88815655170602,40.73700375491191],[-111.8868537527297,40.737801905775704],[-111.88589699582961,40.73884400282134],[-111.88536244792284,40.7400471043874],[-111.88529267979244,40.74131544956489],[-111.8856932709735,40.74254807890037],[-111.8865323575112,40.74364687051113],[-111.88774316112057,40.744524352018104],[-111.88922930067777,40.74511066602065],[-111.89087246451717,40.74535913382712],[-111.89120159997618,40.7453660493525]]]}"
00000000000000000019,0.2043681133790362,Site 049,"{""type"":""Polygon"",""coordinates"":[[[-112.08332196886391,40.77340933587761],[-112.0849814847208,40.773230246559855],[-112.08650887802995,40.77270723687972],[-112.0877825510287,40.77188194583529],[-112.08870111530682,40.770820076366945],[-112.08919146358326,40.769606162352794],[-112.08921458578722,40.76833683688193],[-112.08876866750107,40.76711313853419],[-112.08788922624011,40.76603246862484],[-112.08664627726348,40.765180839643506],[-112.08513875669982,40.7646260314171],[-112.08348664704704,40.76441219890579],[-112.08182143160155,40.76455635989361],[-112.08027563607261,40.765047041397395],[-112.07897228747278,40.76584519222004],[-112.0780151268813,40.76688728922622],[-112.0774803533619,40.76809039076682],[-112.0774105556858,40.769358735940806],[-112.07781131577657,40.77059136529584],[-112.07865075626685,40.771690156943095],[-112.07986207071538,40.772567638492106],[-112.08134883733395,40.77315395252914],[-112.08299269452165,40.77340242035177],[-112.08332196886391,40.77340933587761]]]}"
0000000000000000001a,0.4759565233691891,Site 033,"{""type"":""Polygon"",""coordinates"":[[[-111.93180617416888,40.73214481472902],[-111.93346466041244,40.73196572542858],[-111.93499110611754,40.73144271579493],[-111.9362639889866,40.73061742481168],[-111.93718198351205,40.729555555400104],[-111.9376720277436,40.7283416414206],[-111.93769513576738,40.727072315951446],[-111.93724949424039,40.72584861757195],[-111.9363705986014,40.724767947607276],[-111.93512842065368,40.72391631856433],[-111.93362183515737,40.72336151028926],[-111.93197075021253,40.723147677757375],[-111.93030656759989,40.72329183875917],[-111.92876173086802,40.723782520307104],[-111.92745919074721,40.72458067119029],[-111.92650262397314,40.72562276825452],[-111.92596818232282,40.726825869832574],[-111.92589842810753,40.72809421501171],[-111.92629893973739,40.729326844338],[-111.9271378595745,40.73042563593156],[-111.92834842259457,40.73130311741871],[-111.9298342668255,40.731889431405016],[-111.93147710411952,40.73213789920388],[-111.93180617416888,40.73214481472902]]]}"
0000000000000000001b,0.3309048091090197,Site 054,"{""type"":""Polygon"",""coordinates"":[[[-112.06328276872972,40.79217769221157],[-112.06494275359407,40.79199860288594],[-112.06647057855393,40.79147559318463],[-112.06774461147103,40.790650302112354],[-112.0686634352817,40.78958843261817],[-112.06915392205609,40.78837451858824],[-112.06917705071933,40.78710519311661],[-112.06873100636437,40.785881494783325],[-112.06785131656277,40.78480082489915],[-112.06660801636859,40.78394919594586],[-112.06510006986493,40.78339438774162],[-112.06344749343924,40.783180555239674],[-112.0617818075198,40.78332471622113],[-112.06023557524152,40.78381539770482],[-112.05893185836493,40.784613548499905],[-112.05797442727892,40.78565564547965],[-112.05743950258717,40.78685874700321],[-112.05736968511385,40.78812709217485],[-112.05777055838303,40.789359721542965],[-112.0586102360402,40.79045851321466],[-112.05982189277793,40.79133599479183],[-112.06130907956069,40.79192230885197],[-112.06295340132837,40.79217077668542],[-112.06328276872972,40.79217769221157]]]}"
0000000000000000001c,0.3152158735580765,Site 025,"{""type"":""Polygon"",""coordinates"":[[[-112.01210120683827,40.79780061863995],[-112.0137613323017,40.79762152931197],[-112.01528928666188,40.79709851960431],[-112.01656342747532,40.79627322852369],[-112.01748232908871,40.79521135902175],[-112.017972857382,40.793997444987106],[-112.01799598798162,40.79272811951523],[-112.01754990583373,40.79150442118629],[-112.01667014152459,40.79042375130966],[-112.01542673604239,40.789572122364774],[-112.01391866185037,40.78901731416718],[-112.01226594549547,40.78880348166803],[-112.01060011853728,40.788947642647585],[-112.00905375533027,40.78943832412525],[-112.00774992805164,40.790236474912064],[-112.00679241587675,40.79127857188389],[-112.00625744586651,40.79248167340235],[-112.0061876224584,40.793750018573284],[-112.0065885296562,40.794982647945325],[-112.00742827841128,40.79608143962434],[-112.00864003776051,40.79695892120997],[-112.01012735050014,40.79754523527701],[-112.01177181153965,40.79779370311372],[-112.01210120683827,40.79780061863995]]]}"
0000000000000000001d,0.38035868696660874,Site 222,"{""type"":""Polygon"",""coordinates"":[[[-111.85929673193878,40.71534292195964],[-111.86095479956148,40.71516383266623],[-111.86248085998908,40.71464082305149],[-111.86375342160665,40.71381553209314],[-111.8646711844817,40.71275366270467],[-111.86516110509442,40.71153974873924],[-111.86518420735281,40.71027042327079],[-111.86473867835075,40.70904672487836],[-111.86386000455109,40.707966054891195],[-111.86261814008883,40.707114425823185],[-111.86111193477285,40.706559617528306],[-111.85946126645449,40.706345784988066],[-111.85779750377176,40.70648994599555],[-111.85625305686828,40.70698062756143],[-111.85495084545946,40.70777877846925],[-111.85399452012005,40.7088208755571],[-111.85346021340128,40.71002397715039],[-111.8533904768563,40.71129232233162],[-111.85379088746674,40.71252495164621],[-111.8546295956163,40.71362374321794],[-111.85583985312007,40.71450122467992],[-111.85732532232602,40.71508753864557],[-111.85896774495099,40.71533600643476],[-111.85929673193878,40.71534292195964]]]}"
0000000000000000001e,0.18515571065346736,Site 026,"{""type"":""Polygon"",""coordinates"":[[[-112.03152059192603,40.83545326793525],[-112.03318165990586,40.835274178591455],[-112.03471048171049,40.834751168841294],[-112.035985345815,40.833925877704736],[-112.0369047689845,40.8328640081509],[-112.03739557560289,40.831650094084566],[-112.03741871918304,40.83038076861114],[-112.03697238368751,40.82915707031123],[-112.03609211991159,40.828076400485166],[-112.03484800862334,40.82722477159661],[-112.03333907846321,40.82666996344352],[-112.03168542408253,40.826456130963166],[-112.03001865166095,40.82660029192995],[-112.02847141076344,40.82709097336726],[-112.02716684339663,40.827889124098725],[-112.02620878763648,40.82893122101747],[-112.02567351383055,40.83013432250169],[-112.02560365063795,40.83140266766791],[-112.0260047852788,40.83263529706625],[-112.02684501064392,40.833734088794344],[-112.02805745785682,40.83461157043652],[-112.02954561495756,40.83519788454996],[-112.03119100961604,40.83544635240839],[-112.03152059192603,40.83545326793525]]]}"
0000000000000000001f,0.32432408890253234,Site 003,"{""type"":""Polygon"",""coordinates"":[[[-111.95335700956018,40.846592102366756],[-111.95501835670863,40.846413013018285],[-111.95654743544596,40.84589000325553],[-111.95782251378567,40.84506471210242],[-111.95874209143746,40.84400284253322],[-111.95923298049433,40.84278892845752],[-111.95925612791923,40.841519602983624],[-111.95880971738339,40.84029590469231],[-111.95792930566792,40.83921523488122],[-111.95668498532348,40.83836360600934],[-111.95517580162989,40.83780879786943],[-111.95352186941068,40.837594965394636],[-111.9518548169476,40.83773912635765],[-111.95030731608259,40.838229807782994],[-111.94900252950538,40.83902795849807],[-111.94804431273799,40.840070055401114],[-111.94750894894932,40.84127315687519],[-111.94743907397273,40.84254150204002],[-111.94784027598106,40.84377413144613],[-111.94868064251568,40.84487292318876],[-111.94989329347032,40.84575040484769],[-111.95138170066659,40.846336718974854],[-111.95302737185833,40.84658518683972],[-111.95335700956018,40.846592102366756]]]}"
00000000000000000020,0.4262031067947547,Site 209,"{""type"":""Polygon"",""coordinates"":[[[-111.81327880906723,40.75441802449099],[-111.81493785079601,40.75423893518119],[-111.81646480774165,40.75371592552246],[-111.81773811689247,40.7528906345062],[-111.81865641880441,40.751828765064],[-111.8191466270708,40.750614851065784],[-111.8191697427449,40.74934552559572],[-111.81872395190398,40.74812182723336],[-111.81784476189725,40.74704115729854],[-111.8166021679728,40.74618952828883],[-111.81509507799959,40.74563472004002],[-111.81344344021599,40.74542088751924],[-111.81177870038114,40.7455650485135],[-111.81023334637,40.746055730037604],[-111.8089303700678,40.746853880888125],[-111.80797348292413,40.747895977921026],[-111.8074388622276,40.749099079478874],[-111.80736908456483,40.75036742465523],[-111.8077697302415,40.75160005399703],[-111.80860893097548,40.75269884561956],[-111.80981989939767,40.753576327140095],[-111.81130624126466,40.754162641153776],[-111.81294962880008,40.75441110896546],[-111.81327880906723,40.75441802449099]]]}"
00000000000000000021,0.16629859827063936,Site 035,"{""type"":""Polygon"",""coordinates"":[[[-112.10147942835354,40.820501902103054],[-112.10314012185871,40.82032281276554],[-112.1046685990158,40.81979980303227],[-112.10594317574687,40.81897451191792],[-112.10686239169502,40.817912642384705],[-112.10735308773104,40.81669872833096],[-112.10737622615386,40.81542940285816],[-112.10692999131682,40.81420570454671],[-112.10604992598589,40.81312503470056],[-112.104806095124,40.812273405789625],[-112.10329750505171,40.811718597618864],[-112.10164422336148,40.81150476513104],[-112.09997782658542,40.811648926102905],[-112.09843093440632,40.81213960755623],[-112.09712666108666,40.81293775830968],[-112.09616882130037,40.81397985524952],[-112.09563366819664,40.81518295674734],[-112.09556382081094,40.81645130191543],[-112.09596486508556,40.817683931303314],[-112.09680490108703,40.81878272301192],[-112.09801707500228,40.81966020463163],[-112.09950489662681,40.82024651872665],[-112.10114992034569,40.82049498657644],[-112.10147942835354,40.820501902103054]]]}"
00000000000000000022,0.2322051374564131,Site 053,"{""type"":""Polygon"",""coordinates"":[[[-112.06910189560446,40.82861300691928],[-112.07076279222689,40.828433917578344],[-112.07229145632279,40.827910907835914],[-112.0735661889269,40.82708561670952],[-112.07448551727312,40.826023747165124],[-112.07497627328965,40.82480983310455],[-112.07499941450983,40.82354050763141],[-112.07455312507503,40.82231680932622],[-112.07367295210639,40.82123613949096],[-112.07242896913964,40.82038451059218],[-112.0709201946017,40.819829702430994],[-112.06926671076201,40.81961586994722],[-112.06760011023361,40.81976003091633],[-112.06605302890763,40.82025071236097],[-112.06474859609509,40.8210488631025],[-112.06379063916332,40.82209096003089],[-112.06325542059002,40.82329406152133],[-112.06318556463056,40.82456240668841],[-112.06358665792037,40.82579503608196],[-112.06442679663377,40.82689382780113],[-112.06563911878725,40.82777130943304],[-112.06712712237602,40.82835762353805],[-112.06877234729471,40.82860609139252],[-112.06910189560446,40.82861300691928]]]}"
00000000000000000023,0.1110110337445361,Site 060,"{""type"":""Polygon"",""coordinates"":[[[-111.9675681646175,40.75200119172002],[-111.96922714604132,40.751822102411246],[-111.97075404748527,40.75129909275523],[-111.97202731035779,40.75047380174256],[-111.97294557889899,40.74941193230367],[-111.97343576935731,40.748198018307505],[-111.97345888420088,40.74692869283753],[-111.97301310956989,40.745704994473314],[-111.97213395152052,40.744624324535245],[-111.97089140275564,40.74377269552193],[-111.96938436754984,40.743217887270276],[-111.96773278978392,40.74300405474828],[-111.96606811044263,40.74314821574337],[-111.96452281258874,40.74363889727007],[-111.9632198836396,40.74443704812413],[-111.96226303127612,40.74547914516043],[-111.96172843001733,40.746682246720475],[-111.96165865490009,40.74795059189712],[-111.96205928602427,40.749183221237246],[-111.96289845626332,40.75028201285664],[-111.96410938067395,40.751159494373546],[-111.9655956685162,40.75174580838425],[-111.96723899631591,40.75199427619454],[-111.9675681646175,40.75200119172002]]]}"
00000000000000000024,0.25566213413067934,Site 057,"{""type"":""Polygon"",""coordinates"":[[[-112.02335597789715,40.874385679232894],[-112.02501802230951,40.87420658987273],[-112.02654774277323,40.873683580078556],[-112.02782335619617,40.8728582888841],[-112.02874331968972,40.87179641927655],[-112.02923441464857,40.870582505177424],[-112.0292575716763,40.86931317970239],[-112.02881097371645,40.86808948143253],[-112.02793019250065,40.86700881165883],[-112.02668535000824,40.86615718282857],[-112.02517553307837,40.86560237472155],[-112.02352090691747,40.86538854226066],[-112.02185315501046,40.865532703214214],[-112.02030500483917,40.86602338460974],[-112.01899967075245,40.866821535283904],[-112.01804105184632,40.86786363214771],[-112.01750546331272,40.8690667335965],[-112.01743555890393,40.87033507875784],[-112.01783692917222,40.87156770818338],[-112.01867764829798,40.872666499962286],[-112.019890808127,40.87354398166301],[-112.02137983997287,40.87413029582447],[-112.02302620184624,40.874378763705394],[-112.02335597789715,40.874385679232894]]]}"
00000000000000000025,0.19168487653505922,Site 030,"{""type"":""Polygon"",""coordinates"":[[[-112.04578525619601,40.73232317877116],[-112.04744374688542,40.73214408947064],[-112.04897019668226,40.731621079836785],[-112.05024308296309,40.73079578885328],[-112.05116107994874,40.729733919441465],[-112.05165112549314,40.7285200054618],[-112.05167423357815,40.727250679992636],[-112.05122859085613,40.72602698161328],[-112.05034969286113,40.72494631164884],[-112.04910751158413,40.724094682606164],[-112.0476009220502,40.7235398743313],[-112.04594983268068,40.72332604179951],[-112.04428564560828,40.723470202801245],[-112.04274080473635,40.72396088434898],[-112.04143826112454,40.72475903523191],[-112.04048169178637,40.72580113229589],[-112.03994724870304,40.72700423387379],[-112.03987749430009,40.728272579052906],[-112.0402780070028,40.72950520837931],[-112.04111692908808,40.7306039999731],[-112.04232749535282,40.73148148146053],[-112.0438133435666,40.73206779544705],[-112.04545618526453,40.732316263246005],[-112.04578525619601,40.73232317877116]]]}"
00000000000000000026,0.2591301257679801,Site 063,"{""type"":""Polygon"",""coordinates"":[[[-111.98134678687265,40.875665441235235],[-111.9830088634142,40.875486351874535],[-111.98453861344801,40.87496334207893],[-111.98581425152703,40.87413805088257],[-111.98673423279979,40.87307618127323],[-111.98722533724636,40.87186226717304],[-111.98724849471658,40.870592941697936],[-111.98680188812045,40.86936924342907],[-111.98592108987843,40.86828857365708],[-111.98467622332599,40.86743694482876],[-111.98316637721724,40.86688213672325],[-111.98151171908025,40.866668304262994],[-111.97984393494356,40.86681246521612],[-111.97829575485294,40.86730314661027],[-111.97699039553753,40.86810129728255],[-111.97603175810126,40.86914339414455],[-111.97549615921163,40.870346495592166],[-111.97542625344664,40.87161484075335],[-111.97582763146818,40.872847470179785],[-111.97666836684098,40.87394626196036],[-111.9778815501184,40.87482374366301],[-111.97937061074747,40.87541005782605],[-111.98101700444674,40.87565852570771],[-111.98134678687265,40.875665441235235]]]}"
00000000000000000027,0.44866676480221485,Site 221,"{""type"":""Polygon"",""coordinates"":[[[-111.87271416700861,40.7148970118543],[-111.87437222352621,40.714717922561064],[-111.87589827373326,40.71419491294684],[-111.87717082682876,40.71336962198914],[-111.87808858355862,40.712307752601276],[-111.87857850089202,40.71109383863623],[-111.87860160299746,40.709824513167796],[-111.87815607698043,40.708600814775046],[-111.87727740906567,40.70752014478726],[-111.87603555291949,40.70666851571859],[-111.87452935768884,40.70611370742318],[-111.87287870042265,40.70589987488271],[-111.87121494887973,40.70604403589035],[-111.86967051231753,40.70653471745671],[-111.86836830962869,40.707332868365185],[-111.867411990694,40.70837496545366],[-111.86687768755468,40.70957806704735],[-111.86680795147845,40.71084641222864],[-111.86720835940906,40.71207904154292],[-111.86804706194303,40.713177833114074],[-111.86925731134214,40.71405531457538],[-111.8707427705995,40.7146416285405],[-111.87238518222422,40.71489009632943],[-111.87271416700861,40.7148970118543]]]}"
00000000000000000028,0.43159671854037357,Site 065,"{""type"":""Polygon"",""coordinates"":[[[-112.05899757261737,40.817768473157294],[-112.06065819769107,40.81758938382092],[-112.06218661186728,40.81706637409073],[-112.06346113608376,40.816241082980454],[-112.06438031416427,40.815179213451],[-112.06487098999249,40.81396529939956],[-112.06489412747284,40.812695973926864],[-112.06444791103013,40.81147227561331],[-112.06356788196301,40.81039160576349],[-112.06232410234627,40.80953997684847],[-112.0608155744216,40.808985168674475],[-112.0591623608368,40.808771336185295],[-112.05749603270618,40.80891549715807],[-112.05594920425187,40.80940617861434],[-112.05464498466638,40.81020432937181],[-112.05368718434713,40.811246426315506],[-112.05315205330052,40.8124495278158],[-112.05308220880337,40.81371787298423],[-112.05348323656449,40.814950502370216],[-112.05432323796163,40.816049294075256],[-112.05553536193449,40.81692677569086],[-112.05702312225411,40.8175130897825],[-112.05866807818751,40.817761557630725],[-112.05899757261737,40.817768473157294]]]}"
00000000000000000029,0.2454463321273175,Site 056,"{""type"":""Polygon"",""coordinates"":[[[-111.98207362034435,40.85036004275694],[-111.98373506196283,40.85018095340686],[-111.98526422764554,40.84965794363986],[-111.98653937848195,40.84883265248115],[-111.98745900841017,40.84777078290674],[-111.98794992536403,40.846556868827875],[-111.98797307409,40.84528754335383],[-111.9875266381607,40.84406384506541],[-111.98664617638283,40.8429831752594],[-111.98540178529427,40.84213154639315],[-111.98389251580556,40.84157673825769],[-111.98223848956646,40.84136290578479],[-111.980571342338,40.841507066746516],[-111.9790237535006,40.84199774816783],[-111.97771889274311,40.84279589887736],[-111.97676062149128,40.84383799577508],[-111.97622522725263,40.84504109724573],[-111.97615534828837,40.84630944241009],[-111.97655657309369,40.84754207181883],[-111.97739698739976,40.84864086356638],[-111.97860970730011,40.84951834523097],[-111.98009819912812,40.850104659362785],[-111.98174396389805,40.85035312722982],[-111.98207362034435,40.85036004275694]]]}"
0000000000000000002a,0.1321071478165818,Site 059,"{""type"":""Polygon"",""coordinates"":[[[-112.03880230394631,40.75933641295294],[-112.04046146842178,40.7591573236411],[-112.04198853833724,40.758634313976806],[-112.04326194168439,40.75780902295326],[-112.0441803115201,40.756747153504286],[-112.0446705560336,40.75553323950195],[-112.04469367339821,40.754263914031675],[-112.04424784956309,40.7530402156731],[-112.04336859450933,40.751959545744874],[-112.0421259086657,40.75110791674251],[-112.04061870721723,40.7505531084995],[-112.03896694727177,40.750339275981176],[-112.03730208430643,40.75048343697377],[-112.03575661599106,40.750974118492614],[-112.034453543305,40.751772269335916],[-112.03349658536864,40.752814366361896],[-112.03296192510791,40.75401746791529],[-112.0328921422639,40.75528581309102],[-112.03329281756115,40.756518442436246],[-112.03413208036547,40.75761723406519],[-112.03534313837015,40.75849471559309],[-112.03682959020077,40.75908102961282],[-112.03847309932414,40.75932949742734],[-112.03880230394631,40.75933641295294]]]}"
0000000000000000002b,0.43392567325450454,Site 023,"{""type"":""Polygon"",""coordinates"":[[[-112.01511110004935,40.82654398403047],[-112.01677194485167,40.82636489469042],[-112.018300561255,40.82584188495032],[-112.01957525409216,40.82501659382701],[-112.02049455376293,40.82395472428546],[-112.02098529447699,40.82274081022663],[-112.0210084349835,40.821471484753566],[-112.0205621594779,40.820247786446785],[-112.01968201397023,40.81916711660875],[-112.01843806980908,40.81831548770686],[-112.01692934233277,40.81776067954324],[-112.01527591006624,40.81754684705844],[-112.01360936151997,40.81769100802824],[-112.0120623284499,40.8181816894751],[-112.01075793632782,40.818979840219676],[-112.00980000928267,40.82002193715098],[-112.00926480741224,40.821225038643306],[-112.00919495364016,40.82249338381064],[-112.009596034425,40.82372601320275],[-112.01043614693413,40.82482480491923],[-112.01164843126848,40.82570228654802],[-112.0131363884338,40.82628860065048],[-112.01478156202158,40.82653706850376],[-112.01511110004935,40.82654398403047]]]}"
0000000000000000002c,0.264640078164708,Site 061,"{""type"":""Polygon"",""coordinates"":[[[-112.08452146704728,40.80544797694661],[-112.08618178379383,40.80526888761542],[-112.08770991420134,40.804745877899144],[-112.08898420180626,40.80392058680716],[-112.08990320926915,40.80285871729469],[-112.09039379404837,40.8016448032536],[-112.09041692728236,40.80037547778142],[-112.08997079371774,40.79915177945837],[-112.08909092804213,40.79807110959201],[-112.08784737931701,40.797219480658555],[-112.08633913140677,40.79666467247],[-112.0846862246801,40.79645083997467],[-112.0830202058407,40.79659500095163],[-112.08147366450693,40.7970856824211],[-112.08016968702785,40.79788383319667],[-112.07921206453265,40.79892593015773],[-112.07867703286729,40.800129031669236],[-112.07860720138493,40.801397376839205],[-112.07900815474216,40.80263000621659],[-112.07984800022497,40.80372879790557],[-112.08105989917571,40.80460627950267],[-112.0825473832779,40.80519259357914],[-112.08419203379482,40.805441061420254],[-112.08452146704728,40.80544797694661]]]}"
0000000000000000002d,0.3758838217450897,Site 001,"{""type"":""Polygon"",""coordinates"":[[[-111.94233411175605,40.8201719286251],[-111.94399479699985,40.81999283928773],[-111.94552326655356,40.81946982955482],[-111.94679783694481,40.81864453844098],[-111.94771704832138,40.8175826689082],[-111.94820774191781,40.81636875485474],[-111.94823088022684,40.815099429381945],[-111.94778464761046,40.81387573107025],[-111.94690458665748,40.81279506122365],[-111.94566076198218,40.81194343231223],[-111.94415217941265,40.811388624141074],[-111.94249890594445,40.81117479165309],[-111.94083251745563,40.811318952625065],[-111.93928563296971,40.81180963407874],[-111.93798136613711,40.812607784832686],[-111.93702353111547,40.81364988177298],[-111.93648838067459,40.8148529832711],[-111.93641853363764,40.81612132843923],[-111.93681957591866,40.81735395782689],[-111.9376596077425,40.81845274953507],[-111.93887177562844,40.81933023115428],[-111.94035958985195,40.819916545248894],[-111.94200460538744,40.8201650130985],[-111.94233411175605,40.8201719286251]]]}"
0000000000000000002e,0.3370509122700403,Site 227,"{""type"":""Polygon"",""coordinates"":[[[-111.92585327426252,40.7975464498799],[-111.92751339336971,40.79736736055203],[-111.92904134187991,40.79684435084466],[-111.93031547781553,40.79601905976441],[-111.93123437591159,40.794957190262835],[-111.93172490232789,40.79374327622838],[-111.93174803283995,40.79247395075653],[-111.93130195240063,40.791250252427396],[-111.93042219145984,40.79016958255042],[-111.92917879073755,40.789317953605156],[-111.9276707223181,40.788763145407266],[-111.92601801228916,40.78854931290798],[-111.92435219170711,40.78869347388763],[-111.92280583441915,40.78918415536557],[-111.92150201213163,40.78998230615276],[-111.92054450362262,40.79102440312494],[-111.92000953566117,40.79222750464363],[-111.91993971252133,40.79349584981459],[-111.92034061818529,40.79472847918647],[-111.92118036372617,40.79582727086514],[-111.92239211843649,40.79670475245038],[-111.92387942548183,40.797291066517126],[-111.92552388022507,40.797539534353675],[-111.92585327426252,40.7975464498799]]]}"
0000000000000000002f,0.4805871773945526,Site 031,"{""type"":""Polygon"",""coordinates"":[[[-111.93733991857619,40.80464087965595],[-111.93900021513137,40.8044617903251],[-111.94052832695576,40.80393878060973],[-111.94180259906571,40.80311348951894],[-111.94272159535541,40.80205162000758],[-111.94321217417209,40.800837705967176],[-111.943235307128,40.799568380495025],[-111.94278917899081,40.798344682171354],[-111.94190932401519,40.7972640123039],[-111.94066579041045,40.796412383369244],[-111.93915756083749,40.79585757517974],[-111.937504674206,40.795643742684],[-111.93583867562108,40.79578790366124],[-111.93429215308994,40.796278585131574],[-111.93298819146564,40.79707673590834],[-111.93203058061559,40.79811883287052],[-111.93149555545838,40.79932193438277],[-111.93142572482832,40.80059027955284],[-111.93182667331308,40.80182290892966],[-111.93266650858556,40.80292170061759],[-111.9338783928003,40.80379918221348],[-111.9353658588139,40.80438549628896],[-111.93701048933004,40.80463396412961],[-111.93733991857619,40.80464087965595]]]}"
00000000000000000030,0.15665184316094705,Site 004,"{""type"":""Polygon"",""coordinates"":[[[-112.00310720001347,40.84895542592509],[-112.00476860641321,40.84877633657562],[-112.0062977396824,40.84825332681021],[-112.00757286349179,40.84742803565357],[-112.0084924739312,40.84636616608111],[-112.00898338048498,40.84515225200342],[-112.0090065287259,40.84388292652943],[-112.00856010226336,40.84265922823994],[-112.00767965914892,40.84157855843203],[-112.00643529443398,40.84072692956368],[-112.00492605692999,40.84017212142657],[-112.0032720657418,40.839958288952964],[-112.00160495384218,40.84010244991516],[-112.00005739780119,40.84059313133798],[-111.99875256469835,40.84139128204958],[-111.99779431375849,40.84243337894928],[-111.9972589308717,40.84363648042121],[-111.99718905339405,40.84490482558575],[-111.99759026970057,40.84613745499351],[-111.99843066619728,40.847236246739214],[-111.99964336039446,40.84811372840169],[-112.00113182067147,40.84870004253179],[-112.00277755055514,40.84894851039801],[-112.00310720001347,40.84895542592509]]]}"
