name,site_code,longitude,latitude,trap_type,disease_week,species,date,males,females
Downington Ave,211,-111.857223,40.730895,CO2,36,Culex pipiens,09/03/25 2:57 PM,,11
Downington Ave,211,-111.857223,40.730895,CO2,36,Culex tarsalis,09/03/25 2:57 PM,,93
Fire Station 8,213,-111.891203,40.740865,CO2,36,Culex pipiens,09/03/25 2:57 PM,,6
Fire Station 8,213,-111.891203,40.740865,CO2,36,Culex tarsalis,09/03/25 2:57 PM,,19
Fire Station 5,215,-111.861323,40.750031,CO2,36,Culex pipiens,09/03/25 2:57 PM,,23
Fire Station 5,215,-111.861323,40.750031,CO2,36,Culex tarsalis,09/03/25 2:57 PM,,34
Nibley Golf Course,221,-111.872716,40.710398,CO2,36,Culex pipiens,09/03/25 2:57 PM,,4
Nibley Golf Course,221,-111.872716,40.710398,CO2,36,Culex tarsalis,09/03/25 2:57 PM,,34
Fire Station 6,231,-111.918378,40.752326,CO2,36,Culex pipiens,09/03/25 2:57 PM,,30
Fire Station 6,231,-111.918378,40.752326,CO2,36,Culex tarsalis,09/03/25 2:57 PM,,27
Audubon,52,-112.114005,40.826291,CO2,36,Culex tarsalis,09/03/25 2:58 PM,,1079
Avocet,51,-112.122441,40.794842,CO2,36,Culex tarsalis,09/03/25 2:58 PM,,3293
South Saratoga,50,-112.109041,40.784374,CO2,36,Culex pipiens,09/03/25 2:58 PM,,105
South Saratoga,50,-112.109041,40.784374,CO2,36,Culex tarsalis,09/03/25 2:58 PM,,1339
Inland Sea,35,-112.101481,40.816002,CO2,36,Culex pipiens,09/03/25 2:58 PM,,320
Inland Sea,35,-112.101481,40.816002,CO2,36,Culex tarsalis,09/03/25 2:58 PM,,3566
Jade,53,-112.069104,40.824112,CO2,36,Culex tarsalis,09/03/25 2:58 PM,,619
Prison,61,-112.084522,40.800948,CO2,36,Culex tarsalis,09/03/25 2:58 PM,,1659
Goat Farm,54,-112.063284,40.787677,CO2,36,Culex pipiens,09/03/25 2:58 PM,,210
Goat Farm,54,-112.063284,40.787677,CO2,36,Culex tarsalis,09/03/25 2:58 PM,,4549
Noggin,65,-112.059,40.81327,CO2,36,Culex tarsalis,09/03/25 2:58 PM,,3182
Runway,66,-112.074051,40.841498,CO2,36,Culex tarsalis,09/03/25 2:58 PM,,710
Bird Reclamation,28,-112.050242,40.802139,CO2,36,Culex tarsalis,09/03/25 2:58 PM,,1278
Amelia Earhart (F.S. #9),5,-112.02854,40.778689,CO2,36,Culex pipiens,09/03/25 2:58 PM,,720
Amelia Earhart (F.S. #9),5,-112.02854,40.778689,CO2,36,Culex tarsalis,09/03/25 2:58 PM,,1282
Harrison,26,-112.031522,40.830952,CO2,36,Culex pipiens,09/03/25 2:58 PM,,375
Harrison,26,-112.031522,40.830952,CO2,36,Culex tarsalis,09/03/25 2:58 PM,,2802
Ambassador,27,-112.029156,40.846014,CO2,36,Culex tarsalis,09/03/25 2:58 PM,,2224
Lakefront,57,-112.023355,40.86989,CO2,36,Culex tarsalis,09/03/25 2:58 PM,,17
Power Pole Road,23,-112.015109,40.822043,CO2,36,Culex tarsalis,09/03/25 2:58 PM,,1581
Blackhawk,24,-112.016928,40.806671,CO2,36,Culex tarsalis,09/03/25 2:58 PM,,2509
Goggin,25,-112.012101,40.793303,CO2,36,Culex tarsalis,09/03/25 2:58 PM,,4072
Rudy,4,-112.003105,40.844458,CO2,36,Culex tarsalis,09/03/25 2:58 PM,,1906
Train Tracks,58,-112.003557,40.754243,CO2,36,Culex pipiens,09/03/25 2:58 PM,,86
Train Tracks,58,-112.003557,40.754243,CO2,36,Culex tarsalis,09/03/25 2:58 PM,,2027
Blue Lake,22,-111.986131,40.829946,CO2,36,Culex tarsalis,09/03/25 2:58 PM,,519
Northpoint,56,-111.982075,40.845859,CO2,36,Culex tarsalis,09/03/25 2:58 PM,,1010
New State,63,-111.981345,40.871167,CO2,36,Culex tarsalis,09/03/25 2:58 PM,,289
Wingpointe,34,-111.97708,40.771529,CO2,36,Culex pipiens,09/03/25 2:58 PM,,425
Wingpointe,34,-111.97708,40.771529,CO2,36,Culex tarsalis,09/03/25 2:58 PM,,810
Drechsel,9,-111.970167,40.841775,CO2,36,Culex pipiens,09/03/25 2:58 PM,,3
Drechsel,9,-111.970167,40.841775,CO2,36,Culex tarsalis,09/03/25 2:58 PM,,84
KETO Pumps,60,-111.967566,40.747503,CO2,36,Culex pipiens,09/03/25 2:58 PM,,182
KETO Pumps,60,-111.967566,40.747503,CO2,36,Culex tarsalis,09/03/25 2:58 PM,,195
SLCMAD Facility,64,-111.955752,40.816544,CO2,36,Culex tarsalis,09/03/25 2:58 PM,,928
Hinckley,3,-111.953357,40.84209,CO2,36,Culex pipiens,09/03/25 2:58 PM,,452
Hinckley,3,-111.953357,40.84209,CO2,36,Culex tarsalis,09/03/25 2:58 PM,,2244
ATV,29,-111.944005,40.826462,CO2,36,Culex pipiens,09/03/25 2:58 PM,,11
ATV,29,-111.944005,40.826462,CO2,36,Culex tarsalis,09/03/25 2:58 PM,,567
RAC Soccer,1,-111.942333,40.815674,CO2,36,Culex pipiens,09/03/25 2:58 PM,,75
RAC Soccer,1,-111.942333,40.815674,CO2,36,Culex tarsalis,09/03/25 2:58 PM,,2442
Rose Park Golf Course,31,-111.937342,40.80014,CO2,36,Culex pipiens,09/03/25 2:58 PM,,127
Rose Park Golf Course,31,-111.937342,40.80014,CO2,36,Culex tarsalis,09/03/25 2:58 PM,,353
Glendale Golf Course,33,-111.931808,40.727647,CO2,36,Culex pipiens,09/03/25 2:58 PM,,96
