name,site_code,longitude,latitude,trap_type,disease_week,species,date,males,females
Fire Station 8,213,-111.891203,40.740865,CO2,25,Culex pipiens,06/18/25 3:26 PM,,15
Fire Station 8,213,-111.891203,40.740865,CO2,25,Culex tarsalis,06/18/25 3:26 PM,,45
Downington Ave,211,-111.857223,40.730895,CO2,25,Culex pipiens,06/18/25 3:26 PM,,1
Fire Station 5,215,-111.861323,40.750031,CO2,25,Culex pipiens,06/18/25 3:26 PM,,43
Fire Station 5,215,-111.861323,40.750031,CO2,25,Culex tarsalis,06/18/25 3:26 PM,,23
Nibley Golf Course,221,-111.872716,40.710398,CO2,25,Culex pipiens,06/18/25 3:26 PM,,38
Nibley Golf Course,221,-111.872716,40.710398,CO2,25,Culex tarsalis,06/18/25 3:26 PM,,67
Fire Station 6,231,-111.918378,40.752326,CO2,25,Culex pipiens,06/18/25 3:26 PM,,2
Audubon,52,-112.114005,40.826291,CO2,25,Culex tarsalis,06/18/25 3:26 PM,,363
Avocet,51,-112.122441,40.794842,CO2,25,Culex tarsalis,06/18/25 3:26 PM,,243
South Saratoga,50,-112.109041,40.784374,CO2,25,Culex tarsalis,06/18/25 3:26 PM,,8
Inland Sea,35,-112.101481,40.816002,CO2,25,Culex tarsalis,06/18/25 3:26 PM,,1380
Jade,53,-112.069104,40.824112,CO2,25,Culex pipiens,06/18/25 3:26 PM,,16
Jade,53,-112.069104,40.824112,CO2,25,Culex tarsalis,06/18/25 3:26 PM,,256
Prison,61,-112.084522,40.800948,CO2,25,Culex pipiens,06/18/25 3:26 PM,,14
Prison,61,-112.084522,40.800948,CO2,25,Culex tarsalis,06/18/25 3:26 PM,,390
Goat Farm,54,-112.063284,40.787677,CO2,25,Culex pipiens,06/18/25 3:26 PM,,59
Goat Farm,54,-112.063284,40.787677,CO2,25,Culex tarsalis,06/18/25 3:26 PM,,413
Noggin,65,-112.059,40.81327,CO2,25,Culex tarsalis,06/18/25 3:26 PM,,763
Runway,66,-112.074051,40.841498,CO2,25,Culex tarsalis,06/18/25 3:26 PM,,1029
Elephant Island,62,-112.049517,40.852033,CO2,25,Culex pipiens,06/18/25 3:26 PM,,109
