name,site_code,longitude,latitude,trap_type,disease_week,species,date,males,females
New State,63,-111.981345,40.871167,CO2,40,Culex pipiens,09/30/25 3:57 PM,,149
New State,63,-111.981345,40.871167,CO2,40,Culex tarsalis,09/30/25 3:57 PM,,11
Wingpointe,34,-111.97708,40.771529,CO2,40,Culex pipiens,09/30/25 3:57 PM,,5
Wingpointe,34,-111.97708,40.771529,CO2,40,Culex tarsalis,09/30/25 3:57 PM,,7
Drechsel,9,-111.970167,40.841775,CO2,40,Culex tarsalis,09/30/25 3:57 PM,,37
KETO Pumps,60,-111.967566,40.747503,CO2,40,Culex pipiens,09/30/25 3:57 PM,,2
KETO Pumps,60,-111.967566,40.747503,CO2,40,Culex tarsalis,09/30/25 3:57 PM,,2
SLCMAD Facility,64,-111.955752,40.816544,CO2,40,Culex pipiens,09/30/25 3:57 PM,,4
SLCMAD Facility,64,-111.955752,40.816544,CO2,40,Culex tarsalis,09/30/25 3:57 PM,,7
Hinckley,3,-111.953357,40.84209,CO2,40,Culex pipiens,09/30/25 3:57 PM,,42
Hinckley,3,-111.953357,40.84209,CO2,40,Culex tarsalis,09/30/25 3:57 PM,,484
ATV,29,-111.944005,40.826462,CO2,40,Culex pipiens,09/30/25 3:57 PM,,15
ATV,29,-111.944005,40.826462,CO2,40,Culex tarsalis,09/30/25 3:57 PM,,57
RAC Soccer,1,-111.942333,40.815674,CO2,40,Culex pipiens,09/30/25 3:57 PM,,99
RAC Soccer,1,-111.942333,40.815674,CO2,40,Culex tarsalis,09/30/25 3:57 PM,,94
Rose Park Golf Course,31,-111.937342,40.80014,CO2,40,Culex pipiens,09/30/25 3:57 PM,,3
Rose Park Golf Course,31,-111.937342,40.80014,CO2,40,Culex tarsalis,09/30/25 3:57 PM,,17
Glendale Golf Course,33,-111.931808,40.727647,CO2,40,Culex pipiens,09/30/25 3:57 PM,,2
Glendale Golf Course,33,-111.931808,40.727647,CO2,40,Culex tarsalis,09/30/25 3:57 PM,,4
Fair Park,32,-111.920029,40.772369,CO2,40,Culex pipiens,09/30/25 3:57 PM,,4
Fair Park,32,-111.920029,40.772369,CO2,40,Culex tarsalis,09/30/25 3:57 PM,,2
Deseret Nursery,37,-112.029477,40.740352,CO2,40,Culex pipiens,09/30/25 3:57 PM,,6
Deseret Nursery,37,-112.029477,40.740352,CO2,40,Culex tarsalis,09/30/25 3:57 PM,,8
Lee Kay Dog Training Grounds,30,-112.045785,40.727823,CO2,40,Culex pipiens,09/30/25 3:57 PM,,3
Lee Kay Dog Training Grounds,30,-112.045785,40.727823,CO2,40,Culex tarsalis,09/30/25 3:57 PM,,4
Frontage Corral,49,-112.083321,40.768911,CO2,40,Culex pipiens,09/30/25 3:57 PM,,12
O'Reillys,59,-112.038803,40.754836,CO2,40,Culex tarsalis,09/30/25 3:57 PM,,4
Nibley Golf Course,221,-111.872716,40.710398,GRVD,40,Culex tarsalis,09/30/25 3:57 PM,1,2
Graystone Church,222,-111.859296,40.710842,GRVD,40,Culex pipiens,09/30/25 3:57 PM,,2
Stratford Ward,223,-111.847231,40.715254,GRVD,40,Culex pipiens,09/30/25 3:57 PM,,18
Stratford Ward,223,-111.847231,40.715254,GRVD,40,Culex tarsalis,09/30/25 3:57 PM,1,
Fire Station 3,220,-111.860128,40.722358,GRVD,40,Culex pipiens,09/30/25 3:57 PM,1,6
Fire Station 3,220,-111.860128,40.722358,GRVD,40,Culex tarsalis,09/30/25 3:57 PM,1,
Downington Ave,211,-111.857223,40.730895,GRVD,40,Culex tarsalis,09/30/25 3:57 PM,,3
Fire Station 5,215,-111.861323,40.750031,GRVD,40,Culex pipiens,09/30/25 3:57 PM,,2
Tracy Aviary,207,-111.875491,40.742217,GRVD,40,Culex pipiens,09/30/25 3:57 PM,,3
Tracy Aviary,207,-111.875491,40.742217,GRVD,40,Culex tarsalis,09/30/25 3:57 PM,,2
300 E Church,229,-111.883171,40.729612,GRVD,40,Culex pipiens,09/30/25 3:57 PM,,5
300 E Church,229,-111.883171,40.729612,GRVD,40,Culex tarsalis,09/30/25 3:57 PM,,2
Fire Station 8,213,-111.891203,40.740865,GRVD,40,Culex pipiens,09/30/25 3:57 PM,1,15
700 S 200 W,230,-111.898097,40.752834,GRVD,40,Culex pipiens,09/30/25 3:57 PM,1,6
700 S 200 W,230,-111.898097,40.752834,GRVD,40,Culex tarsalis,09/30/25 3:57 PM,2,4
Hogle Zoo,209,-111.813278,40.749919,CO2,40,Culex pipiens,10/02/25 1:23 PM,,3
Hogle Zoo,209,-111.813278,40.749919,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,1
Fire Station 2,214,-111.89899,40.776333,CO2,40,Culex pipiens,10/02/25 1:23 PM,,4
Fire Station 2,214,-111.89899,40.776333,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,2
Fire Station 13,218,-111.822666,40.723648,CO2,40,Culex pipiens,10/02/25 1:23 PM,,2
Fire Station 13,218,-111.822666,40.723648,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,1
Fire Station 4,219,-111.864795,40.781594,CO2,40,Culex pipiens,10/02/25 1:23 PM,,4
Fire Station 4,219,-111.864795,40.781594,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,8
Avocet,51,-112.122441,40.794842,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,40
Inland Sea,35,-112.101481,40.816002,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,20
Jade,53,-112.069104,40.824112,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,9
Prison,61,-112.084522,40.800948,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,14
Goat Farm,54,-112.063284,40.787677,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,2
Noggin,65,-112.059,40.81327,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,9
Runway,66,-112.074051,40.841498,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,3
Elephant Island,62,-112.049517,40.852033,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,81
Bird Reclamation,28,-112.050242,40.802139,CO2,40,Culex pipiens,10/02/25 1:23 PM,,10
Bird Reclamation,28,-112.050242,40.802139,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,20
Amelia Earhart (F.S. #9),5,-112.02854,40.778689,CO2,40,Culex pipiens,10/02/25 1:23 PM,,2
Amelia Earhart (F.S. #9),5,-112.02854,40.778689,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,1
Ambassador,27,-112.029156,40.846014,CO2,40,Culex pipiens,10/02/25 1:23 PM,,49
Ambassador,27,-112.029156,40.846014,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,10
Power Pole Road,23,-112.015109,40.822043,CO2,40,Culex pipiens,10/02/25 1:23 PM,,5
Power Pole Road,23,-112.015109,40.822043,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,3
Blackhawk,24,-112.016928,40.806671,CO2,40,Culex pipiens,10/02/25 1:23 PM,,6
Blackhawk,24,-112.016928,40.806671,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,3
Goggin,25,-112.012101,40.793303,CO2,40,Culex pipiens,10/02/25 1:23 PM,,189
Goggin,25,-112.012101,40.793303,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,22
Train Tracks,58,-112.003557,40.754243,CO2,40,Culex pipiens,10/02/25 1:23 PM,,2
Train Tracks,58,-112.003557,40.754243,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,11
Northpoint,56,-111.982075,40.845859,CO2,40,Culex pipiens,10/02/25 1:23 PM,,3
Northpoint,56,-111.982075,40.845859,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,1
New State,63,-111.981345,40.871167,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,692
Wingpointe,34,-111.97708,40.771529,CO2,40,Culex pipiens,10/02/25 1:23 PM,,12
Wingpointe,34,-111.97708,40.771529,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,13
Drechsel,9,-111.970167,40.841775,CO2,40,Culex pipiens,10/02/25 1:23 PM,,49
Drechsel,9,-111.970167,40.841775,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,16
SLCMAD Facility,64,-111.955752,40.816544,CO2,40,Culex pipiens,10/02/25 1:23 PM,,7
SLCMAD Facility,64,-111.955752,40.816544,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,11
Hinckley,3,-111.953357,40.84209,CO2,40,Culex pipiens,10/02/25 1:23 PM,,27
Hinckley,3,-111.953357,40.84209,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,268
ATV,29,-111.944005,40.826462,CO2,40,Culex pipiens,10/02/25 1:23 PM,,8
ATV,29,-111.944005,40.826462,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,9
RAC Soccer,1,-111.942333,40.815674,CO2,40,Culex pipiens,10/02/25 1:23 PM,,11
RAC Soccer,1,-111.942333,40.815674,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,9
Rose Park Golf Course,31,-111.937342,40.80014,CO2,40,Culex pipiens,10/02/25 1:23 PM,,4
Rose Park Golf Course,31,-111.937342,40.80014,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,3
Deseret Nursery,37,-112.029477,40.740352,CO2,40,Culex pipiens,10/02/25 1:23 PM,,76
Deseret Nursery,37,-112.029477,40.740352,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,93
Lee Kay Dog Training Grounds,30,-112.045785,40.727823,CO2,40,Culex pipiens,10/02/25 1:23 PM,,2
Lee Kay Dog Training Grounds,30,-112.045785,40.727823,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,7
Frontage Corral,49,-112.083321,40.768911,CO2,40,Culex pipiens,10/02/25 1:23 PM,,3
Frontage Corral,49,-112.083321,40.768911,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,1
O'Reillys,59,-112.038803,40.754836,CO2,40,Culex pipiens,10/02/25 1:23 PM,,2
O'Reillys,59,-112.038803,40.754836,CO2,40,Culex tarsalis,10/02/25 1:23 PM,,3
1700 E Church,224,-111.841969,40.729523,GRVD,40,Culex tarsalis,10/02/25 1:24 PM,1,1
White Church,225,-111.837254,40.738721,GRVD,40,Culex pipiens,10/02/25 1:24 PM,,3
White Church,225,-111.837254,40.738721,GRVD,40,Culex tarsalis,10/02/25 1:24 PM,,1
Hogle Zoo,209,-111.813278,40.749919,GRVD,40,Culex pipiens,10/02/25 1:24 PM,1,2
Hogle Zoo,209,-111.813278,40.749919,GRVD,40,Culex tarsalis,10/02/25 1:24 PM,,2
Indian Hills Elementary School,208,-111.816866,40.74037,GRVD,40,Culex pipiens,10/02/25 1:24 PM,2,4
Fire Station 13,218,-111.822666,40.723648,GRVD,40,Culex pipiens,10/02/25 1:24 PM,,12
Canyon Rim Church,226,-111.806695,40.705864,GRVD,40,Culex pipiens,10/02/25 1:24 PM,,3
Rose Park Church,227,-111.9258517,40.7930466,GRVD,40,Culex pipiens,10/02/25 1:24 PM,,7
Rose Park Church,227,-111.9258517,40.7930466,GRVD,40,Culex tarsalis,10/02/25 1:24 PM,2,1
Fire Station 2,214,-111.89899,40.776333,GRVD,40,Culex pipiens,10/02/25 1:24 PM,,8
Fire Station 2,214,-111.89899,40.776333,GRVD,40,Culex tarsalis,10/02/25 1:24 PM,4,
Fire Station 4,219,-111.864795,40.781594,GRVD,40,Culex pipiens,10/02/25 1:24 PM,,4
Fire Station 4,219,-111.864795,40.781594,GRVD,40,Culex tarsalis,10/02/25 1:24 PM,1,
Fire Station 1,212,-111.876123,40.764295,GRVD,40,Culex pipiens,10/02/25 1:24 PM,3,12
Fire Station 1,212,-111.876123,40.764295,GRVD,40,Culex tarsalis,10/02/25 1:24 PM,3,7
Senior Center,228,-111.861971,40.764297,GRVD,40,Culex pipiens,10/02/25 1:24 PM,,2
Senior Center,228,-111.861971,40.764297,GRVD,40,Culex tarsalis,10/02/25 1:24 PM,,1
