name,site_code,longitude,latitude,trap_type,disease_week,species,date,males,females
Ambassador,27,-112.029156,40.846014,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,28
Amelia Earhart (F.S. #9),5,-112.02854,40.778689,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,1
ATV,29,-111.944005,40.826462,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,15
Audubon,52,-112.114005,40.826291,CO2,19,Culex pipiens,05/08/25 3:03 PM,,5
Audubon,52,-112.114005,40.826291,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,61
Avocet,51,-112.122441,40.794842,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,1
Bird Reclamation,28,-112.050242,40.802139,CO2,19,Culex pipiens,05/08/25 3:03 PM,,1
Bird Reclamation,28,-112.050242,40.802139,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,8
Blue Lake,22,-111.986131,40.829946,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,5
Deseret Nursery,37,-112.029477,40.740352,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,4
Drechsel,9,-111.970167,40.841775,CO2,19,Culex pipiens,05/08/25 3:03 PM,,6
Drechsel,9,-111.970167,40.841775,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,104
Elephant Island,62,-112.049517,40.852033,CO2,19,Culex pipiens,05/08/25 3:03 PM,,15
Elephant Island,62,-112.049517,40.852033,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,15
Fair Park,32,-111.920029,40.772369,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,5
Frontage Corral,49,-112.083321,40.768911,CO2,19,Culex pipiens,05/08/25 3:03 PM,,1
Frontage Corral,49,-112.083321,40.768911,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,2
Goat Farm,54,-112.063284,40.787677,CO2,19,Culex pipiens,05/08/25 3:03 PM,,2
Goat Farm,54,-112.063284,40.787677,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,25
Goggin,25,-112.012101,40.793303,CO2,19,Culex pipiens,05/08/25 3:03 PM,,7
Goggin,25,-112.012101,40.793303,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,180
Harrison,26,-112.031522,40.830952,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,4
Inland Sea,35,-112.101481,40.816002,CO2,19,Culex pipiens,05/08/25 3:03 PM,,2
Inland Sea,35,-112.101481,40.816002,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,98
Jade,53,-112.069104,40.824112,CO2,19,Culex pipiens,05/08/25 3:03 PM,,1
Jade,53,-112.069104,40.824112,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,9
KETO Pumps,60,-111.967566,40.747503,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,4
Lakefront,57,-112.023355,40.86989,CO2,19,Culex pipiens,05/08/25 3:03 PM,,2
Lakefront,57,-112.023355,40.86989,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,26
Lee Kay Dog Training Grounds,30,-112.045785,40.727823,CO2,19,Culex pipiens,05/08/25 3:03 PM,,5
Lee Kay Dog Training Grounds,30,-112.045785,40.727823,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,16
New State,63,-111.981345,40.871167,CO2,19,Culex pipiens,05/08/25 3:03 PM,,1
New State,63,-111.981345,40.871167,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,35
Northpoint,56,-111.982075,40.845859,CO2,19,Culex pipiens,05/08/25 3:03 PM,,2
Northpoint,56,-111.982075,40.845859,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,13
O'Reillys,59,-112.038803,40.754836,CO2,19,Culex pipiens,05/08/25 3:03 PM,,1
O'Reillys,59,-112.038803,40.754836,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,11
Power Pole Road,23,-112.015109,40.822043,CO2,19,Culex pipiens,05/08/25 3:03 PM,,4
Power Pole Road,23,-112.015109,40.822043,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,12
Prison,61,-112.084522,40.800948,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,54
RAC Soccer,1,-111.942333,40.815674,CO2,19,Culex pipiens,05/08/25 3:03 PM,,4
RAC Soccer,1,-111.942333,40.815674,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,43
Rose Park Golf Course,31,-111.937342,40.80014,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,5
Rudy,4,-112.003105,40.844458,CO2,19,Culex pipiens,05/08/25 3:03 PM,,4
Rudy,4,-112.003105,40.844458,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,87
SLCMAD Facility,64,-111.955752,40.816544,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,11
South Saratoga,50,-112.109041,40.784374,CO2,19,Culex pipiens,05/08/25 3:03 PM,,3
South Saratoga,50,-112.109041,40.784374,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,1
Train Tracks,58,-112.003557,40.754243,CO2,19,Culex pipiens,05/08/25 3:03 PM,,2
Train Tracks,58,-112.003557,40.754243,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,26
Wingpointe,34,-111.97708,40.771529,CO2,19,Culex pipiens,05/08/25 3:03 PM,,7
Wingpointe,34,-111.97708,40.771529,CO2,19,Culex tarsalis,05/08/25 3:03 PM,,111
