name,site_code,longitude,latitude,trap_type,disease_week,species,date,males,females
Fire Station 8,213,-111.891203,40.740865,CO2,24,Culex pipiens,06/10/25 5:28 PM,,83
Fire Station 8,213,-111.891203,40.740865,CO2,24,Culex tarsalis,06/10/25 5:28 PM,,43
Downington Ave,211,-111.857223,40.730895,CO2,24,Culex pipiens,06/10/25 5:28 PM,,2
Downington Ave,211,-111.857223,40.730895,CO2,24,Culex tarsalis,06/10/25 5:28 PM,,8
Fire Station 5,215,-111.861323,40.750031,CO2,24,Culex pipiens,06/10/25 5:28 PM,,36
Fire Station 5,215,-111.861323,40.750031,CO2,24,Culex tarsalis,06/10/25 5:28 PM,,6
Nibley Golf Course,221,-111.872716,40.710398,CO2,24,Culex pipiens,06/10/25 5:28 PM,,14
Nibley Golf Course,221,-111.872716,40.710398,CO2,24,Culex tarsalis,06/10/25 5:28 PM,,13
Fire Station 6,231,-111.918378,40.752326,CO2,24,Culex pipiens,06/10/25 5:28 PM,,11
Fire Station 6,231,-111.918378,40.752326,CO2,24,Culex tarsalis,06/10/25 5:28 PM,,64
Audubon,52,-112.114005,40.826291,CO2,24,Culex pipiens,06/10/25 5:28 PM,,7
Audubon,52,-112.114005,40.826291,CO2,24,Culex tarsalis,06/10/25 5:28 PM,,144
South Saratoga,50,-112.109041,40.784374,CO2,24,Culex tarsalis,06/10/25 5:28 PM,,106
Inland Sea,35,-112.101481,40.816002,CO2,24,Culex tarsalis,06/10/25 5:28 PM,,196
Jade,53,-112.069104,40.824112,CO2,24,Culex pipiens,06/10/25 5:28 PM,,10
Jade,53,-112.069104,40.824112,CO2,24,Culex tarsalis,06/10/25 5:28 PM,,89
Prison,61,-112.084522,40.800948,CO2,24,Culex pipiens,06/10/25 5:28 PM,,42
Prison,61,-112.084522,40.800948,CO2,24,Culex tarsalis,06/10/25 5:28 PM,,878
Goat Farm,54,-112.063284,40.787677,CO2,24,Culex pipiens,06/10/25 5:28 PM,,18
Goat Farm,54,-112.063284,40.787677,CO2,24,Culex tarsalis,06/10/25 5:28 PM,,212
Noggin,65,-112.059,40.81327,CO2,24,Culex pipiens,06/10/25 5:28 PM,,47
Noggin,65,-112.059,40.81327,CO2,24,Culex tarsalis,06/10/25 5:28 PM,,197
Runway,66,-112.074051,40.841498,CO2,24,Culex tarsalis,06/10/25 5:28 PM,,641
Bird Reclamation,28,-112.050242,40.802139,CO2,24,Culex pipiens,06/10/25 5:28 PM,,19
Bird Reclamation,28,-112.050242,40.802139,CO2,24,Culex tarsalis,06/10/25 5:28 PM,,710
Amelia Earhart (F.S. #9),5,-112.02854,40.778689,CO2,24,Culex pipiens,06/10/25 5:28 PM,,27
Amelia Earhart (F.S. #9),5,-112.02854,40.778689,CO2,24,Culex tarsalis,06/10/25 5:28 PM,,670
Harrison,26,-112.031522,40.830952,CO2,24,Culex pipiens,06/10/25 5:28 PM,,111
Harrison,26,-112.031522,40.830952,CO2,24,Culex tarsalis,06/10/25 5:28 PM,,584
Ambassador,27,-112.029156,40.846014,CO2,24,Culex pipiens,06/10/25 5:28 PM,,79
Ambassador,27,-112.029156,40.846014,CO2,24,Culex tarsalis,06/10/25 5:28 PM,,670
Lakefront,57,-112.023355,40.86989,CO2,24,Culex pipiens,06/10/25 5:28 PM,,75
Lakefront,57,-112.023355,40.86989,CO2,24,Culex tarsalis,06/10/25 5:28 PM,,1072
Power Pole Road,23,-112.015109,40.822043,CO2,24,Culex pipiens,06/10/25 5:28 PM,,12
Power Pole Road,23,-112.015109,40.822043,CO2,24,Culex tarsalis,06/10/25 5:28 PM,,175
Blackhawk,24,-112.016928,40.806671,CO2,24,Culex pipiens,06/10/25 5:28 PM,,3
Goggin,25,-112.012101,40.793303,CO2,24,Culex pipiens,06/10/25 5:28 PM,,138
Goggin,25,-112.012101,40.793303,CO2,24,Culex tarsalis,06/10/25 5:28 PM,,1071
Rudy,4,-112.003105,40.844458,CO2,24,Culex tarsalis,06/10/25 5:28 PM,,760
Train Tracks,58,-112.003557,40.754243,CO2,24,Culex tarsalis,06/10/25 5:28 PM,,977
Blue Lake,22,-111.986131,40.829946,CO2,24,Culex pipiens,06/10/25 5:28 PM,,3
Blue Lake,22,-111.986131,40.829946,CO2,24,Culex tarsalis,06/10/25 5:28 PM,,489
Northpoint,56,-111.982075,40.845859,CO2,24,Culex tarsalis,06/10/25 5:28 PM,,488
